date,carbune,consum,hidro,hidrocarburi,nuclear,eolian,productie,fotovolt,biomasa,sold
2023-11-28 11:56:11,1011,8030,2385,1746,1343,1107,7771,129,50,259
2023-11-28 05:55:11,1008,6171,1680,1706,1371,477,6292,-1,49,-121
2023-11-27 23:55:11,980,6163,1757,1741,1357,483,6364,-1,47,-201
2023-11-27 17:47:21,1016,8189,1949,1754,1310,721,6802,0,52,1387
2023-11-27 11:47:27,996,7468,1855,1676,1317,602,6953,458,49,515
2023-11-27 05:46:34,1007,5667,1572,1593,1203,586,6003,-1,43,-336
2023-11-26 23:46:40,973,5563,1956,1659,1124,538,6293,-1,43,-730
2023-11-26 17:46:11,1011,6785,2562,1646,921,523,6707,-1,44,79
2023-11-26 11:47:11,961,5871,2774,1518,696,377,6575,208,41,-704
2023-11-26 05:46:11,958,5184,2047,1610,779,609,6049,-1,42,-865
2023-11-25 23:48:11,1009,5916,1677,1565,733,2625,7658,-1,43,-1741
2023-11-25 17:47:11,996,7560,1880,1649,673,2297,7538,0,44,21
2023-11-25 11:46:17,907,7052,1526,1605,671,1722,6561,87,43,491
2023-11-25 05:46:23,973,5502,1374,1543,676,98,4707,-1,43,796
2023-11-24 23:47:28,893,5996,1761,1635,678,124,5140,-1,46,856
2023-11-24 17:47:34,1105,7869,1705,1645,668,1070,6243,0,49,1625
2023-11-24 11:46:11,1070,7443,1956,1652,637,1653,7193,172,52,251
2023-11-24 05:47:11,1030,5977,1384,1586,679,2315,7042,-1,49,-1065
2023-11-23 23:47:11,909,6144,1666,1564,666,2346,7198,-1,49,-1054
2023-11-23 17:47:11,1135,8030,1836,1667,670,1971,7334,-1,54,696
2023-11-23 11:46:11,1031,7428,1713,1674,638,501,5950,337,55,1477
2023-11-23 05:46:12,1085,6028,1580,1650,677,270,5315,-1,51,712
2023-11-22 23:47:17,921,6150,1803,1518,675,1881,6850,-1,52,-700
2023-11-22 17:46:24,1095,8022,1992,1602,662,1739,7149,0,59,873
2023-11-22 11:47:29,1095,7704,2185,1580,663,563,6304,159,58,1400
2023-11-22 05:46:36,1036,5863,1437,1509,683,812,5528,0,52,335
2023-11-21 23:47:11,1084,6004,2115,1555,681,245,5733,-1,52,271
2023-11-21 17:48:11,1096,7756,2422,1569,680,115,5940,0,57,1816
2023-11-21 11:48:11,921,6682,1693,1490,673,271,5519,416,55,1163
2023-11-21 05:46:11,1081,5760,1414,1500,684,399,5131,-1,53,629
